,product_id,is_casual,is_modern,is_androgynous,is_romantic,is_boho,is_business casual,is_edgy,is_glam,is_classic,is_athleisure,is_retro
84,01DPGWW48XB73WGP4S83GRHRHB,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
85,01DPGWW5EA4KQ73H255BDHWZND,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
86,01DPGWWE56777EGER33TKY9FP7,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
87,01DPGWYTS97KK213K1QNJV6610,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
88,01DPGX3HW860FEW1MC79RMW623,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
89,01DPGX7WBBE4PDWY4GVZ67WJS1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
90,01DPGXF9VG7ZCA0QNSD0AQ1N6T,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
91,01DPGXFHKP8MA3F81T2DG319GH,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,01DPGXGYVJ5DYV5G9CTAPGPFES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,01DPGXJXDY2WVT7AB3Q9YR8ZJT,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,01DPGXQK6X548ARKQT5J0JTZGS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
95,01DPGXQSJT1H02NA8AQ80XRFZX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,01DPGXRAZBHQYMCX47N55TP8PF,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
97,01DPGXYDAZCZ9RP3XKJSQ0KVCD,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
98,01DPGY040VFPTZZH6W96WGM2Y8,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
99,01DPGY0R8DDN2CBV1632WKQS5S,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,01DPGY192YZ8PK735N905Q9QN5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
101,01DPGY3FE50G4N6KR0NNF240WH,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102,01DPGY5KVSBRAJWX5KRBS19KNE,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
103,01DPGY5WT01J8D9M39WEY7Z7W5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
104,01DPGYAT88AA3T3SW2RD6WSJ6W,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,01DPGYAW631JZ5B1CR95DRF000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,01DPGYVQ7AX94FV54MDNNVHNFH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,01DPGYWAK46NAERQ18HA7J2GE3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,01DPGYXR5ZARH55CJSDJEYVRFZ,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,01DPGZ1GB3AMRNMDS4NW9VTSJ4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
110,01DPGZ3RP1QSYS5N97PJRM0DYQ,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
111,01DPGZ5KNMJ5ESKJ7XFQQ19SS6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,01DPGZC9EM91ZDK41SZ388T90T,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
113,01DPGZE12ES1F9BPJ3T1A6MH6A,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
114,01DPGZH8NYJ53ETFXSFZQRG45B,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
115,01DPGZV8F2NCKWEQR38B27GTSY,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
116,01DPGZVW5Y4YR2ZETNPTJGDDT6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
117,01DPGZWS42TP4NJ1GGF50Z9DZF,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
118,01DPGZYK4P9EZAJF992R0BF5HT,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
119,01DPH00ZKQ0WWMKFQ4R48P2PT9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
120,01DPH05THF2P0H010GCEENXJQS,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
121,01DPH0AP70N5TRAXB35A704EQZ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
122,01DPH0BV5FW777ESN7N85CAHRF,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
123,01DPH0X7MM43DCK1T08DNR8AK2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
124,01DPH109KMXBB0KHPCT497ZWT8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
125,01DPH10YCW3B2CXFCPPFFPJ10F,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
126,01DPH11TKB7DV75ESR5VRYTRGV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127,01DPH126VRWE7ENM47QZTPC43V,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
128,01DPH12QP3FMHKSSYXST43BENF,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
129,01DPH12T38C24QM1R846GT6YT2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
130,01DPH134V7QPAP0YX0DNH7HCVR,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
131,01DPH13FQYPM9ECTXSY7RNM3XX,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
132,01DPH13KHP5JFG6XTGYD26PTJN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
133,01DPH170KCCYEJEQEZJ0QH9PKM,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
134,01DPH17D2RWCTGJ1JWG3B46A9T,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135,01DPH19482XDP8RNN9NCWV0JR3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
136,01DPH1A23QXSRMGAR9H3FRND2F,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137,01DPH1AZ24YK4ZEM905R1XYZ00,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
138,01DPH1CDYFR91P3XT7YRER93KQ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
139,01DPH1DEN9G2WM7WAMJMD0A9W4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
140,01DPH1DT2D77TS3X4QJF8SD17X,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
141,01DPH1E5K89BEY6K3B7ZY73A8X,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,01DPH1EQGAW1S5C3XP0YEQ4J5N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
143,01DPH1GQ33PHX8WG6C0RGSZDQQ,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
144,01DPH1HNYT4T32YBDPFXVR7KVK,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
145,01DPH1J6F9GQBG1ZK19JFYCV51,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
146,01DPH1KEJ4PV4B7YGDBJPG27B0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
147,01DPH1M9S82969NC2TEYENQBZD,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
148,01DPH1PR4M8WRX644JDE2M5GYX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,01DPH1Q9NGT2S3SJ0W8H83HKBW,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
150,01DPH1QZE2EMXHM69VA38MBGA8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,01DPH1SQFHDA2X9BMJ81N0392Q,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
152,01DPKMJFK6ESTB74DTB2HSB1S1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,01DPKMNZQTEQX2Y6KXMGXFX9TQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
154,01DPKMQS0D0E1C0KE8FP5MD11A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
155,01DPKMXBJEMQWQWAZHGJK1RS8Z,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
156,01DPKN1P7T4AZH2QWE3EVQDHYV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
157,01DPKN22N1X0RRJQYAYVTRPD75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
158,01DPKN24A47NA82SP2M7VYRSD3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159,01DPKN2EKCVN928X5HPHCMZKPJ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
160,01DPKN6D9NFFR16XBH0XGTYNKP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
161,01DPKNAA97WXAN8KPGP927RERK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
162,01DPKNAXXK774YWVKC4XQCCEXA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
163,01DPKNB12343SAE0F718PX02YZ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
164,01DPKNC8DRM7M7NHZPF1Q3C15C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
165,01DPKNCMSFAWF2HVQSRHHXDV0K,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
166,01DPKND5D3PPZ0XS4TCPMHTRTZ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
167,01DPKNEPTR8AS74Y4TYACBY9EH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
168,01DPKNFTZP5G0PEH660CN8VX7E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
169,01DPKNGXXET3Y43K6M4RAMN6MW,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
170,01DPKNH3114HSWEJX3PT2DZNMB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,01DPKNHQDG6GPTKV97CFQRJDHE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172,01DPKNJ6J1NQPQ1D3DBKWK5ARS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
173,01DPKNJA2K022V3KP077611MKC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,01DRZHG90TKEKCX711ND1X1X5W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,01DRZJXQX38Z9ZY07TW52B39B2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
176,01DS0RXDFKG62VMQ9TW7A33X6Y,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
177,01DS1AC098SQ6A0KNER6H2G6XS,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
178,01DS1AX8405W13W8XMQ3YN9WSH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
179,01DS1BTV804QFC91G3R9Q7D792,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
180,01DS1C9MZZDFAE3QWJEA674MTN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
181,01DS1CGC6N8HT8MHW796AF6QXB,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
182,01DS1D43BF1KEKSP1XACPKTCS0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
183,01DS1DVBCZ2PXK70KNWRV9R41S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,01DS1EBBZMFZW53JFGQ46085BF,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
185,01DS1EBZH6B3YJFWAT5TAVRS86,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
186,01DS1EPBHYZK10A2CMRE7BWYMP,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
187,01DS1ETFG6WZMQH3QV1RF3NGGG,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
188,01DS1F997EHYZ47CET11CZH97X,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
189,01DS1FN1P6Y3T38MRBVF2BCMVK,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,01DS1G0B6YS8JM1VSEVNWV700A,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
191,01DS1GBARXN5MJ42NRZP9B1JZK,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
192,01DS1GM6RNW7EE7T5FF2EB4YC8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
193,01DS1HBV0DFRKDJ843XDMVQEXZ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
194,01DS1HE94D8P0DAG44CZ6E2R07,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
195,01DS1HQQRQGAXPJRB193AD9E13,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
